Label Name,Catalog,Release Artist,Release Name,Track Artist,Track Title,Mix Name,Format,Sale Type,Qty,Value,Deal,Royalty,ISRC,EAN,Store Name
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Banda de Pau e Corda,Recado,Versão (Ex) Peri-Mental,Digital Downloads,Track,1,0.55600666379165,0.95,0.52820633060207,DEBE72300223,5054287276899,Beatport
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Salvador Araguaya,Mantiqueira,Original Mix,Stream,Track,11,0.0385534739,0.95,0.036625800205,DEBE72300206,5054287276899,Apple Music
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Salvador Araguaya,Mantiqueira,Original Mix,Stream,Track,100,0.0126385798,0.95,0.01200665081,DEBE72300206,5054287276899,Facebook
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Salvador Araguaya,Mantiqueira,Original Mix,Stream,Track,100,0.01374755981661,0.95,0.013060181825779,DEBE72300206,5054287276899,Instagram
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Bmind,Finding Flying Choices,Original Mix,Stream,Track,50,0.0003195592,0.95,0.00030358124,DEBE72300207,5054287276899,Facebook
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Ottoscopia,Desconfie de Quem É Louco,Original Mix,Stream,Track,1,0.00281139631924,0.95,0.002670826503278,DEBE72300211,5054287276899,Deezer
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Ottoscopia,Desconfie de Quem É Louco,Original Mix,Stream,Track,1,0.000112540635,0.95,0.00010691360325,DEBE72300211,5054287276899,YouTube
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Maddox,Xama,Original Mix,Stream,Track,2,0.00588054819884,0.95,0.005586520788898,DEBE72300212,5054287276899,Amazon Music Unlimited
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Maddox,Xama,Original Mix,Stream,Track,12,0.0271635511,0.95,0.025805373545,DEBE72300212,5054287276899,Apple Music
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Maddox,Xama,Original Mix,Stream,Track,1,0.00099812831683,0.95,0.0009482219009885,DEBE72300212,5054287276899,Pandora
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Kurup,Noctu Ginga,Original Mix,Stream,Track,2,0.02092411848323,0.95,0.019877912559068,DEBE72300213,5054287276899,Amazon Music Unlimited
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Kurup,Noctu Ginga,Original Mix,Stream,Track,1,0.0015326819,0.95,0.001456047805,DEBE72300213,5054287276899,Apple Music
Tropical Twista Records,TTR001,Various Artists,V/A - Tropical Twista Records Vol. 1,Kurup,Noctu Ginga,Original Mix,Stream,Track,2,0.00410879504257,0.95,0.0039033552904415,DEBE72300213,5054287276899,Deezer
