Period;Period Sold;Code-Licensor;Name Licensor;CC;Label;LC;Artist;Title;EAN;ISRC;Label Order-Nr;Provider;Shop;Content;Country;Retail Price;Retail Price Currency;Publ.-%;Publ.-min;Publ.a piece;Publ.-EUR;Income;Share %;Share EUR;Sales;Revenue-EUR;Rev.less Publ.EUR
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;BR;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,001036270;80,00;0,000963972;1;0,000963972;0,000963972
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,003147013;80,00;0,002927454;9;0,026347086;0,026347086
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,001903882;80,00;0,001771053;3;0,005313159;0,005313159
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,003818207;80,00;0,003551820;4;0,014207282;0,014207282
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;IT;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,002371307;80,00;0,002205867;1;0,002205867;0,002205867
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;Spotify;Subscription;NL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,002189737;80,00;0,002036965;1;0,002036965;0,002036965
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;YouTube;Subscription;DE;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,011458582;80,00;0,010659146;1;0,010659146;0,010659146
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;YouTube;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,000047931;80,00;0,000044587;1;0,000044587;0,000044587
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;YouTube;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,000031954;80,00;0,000029725;1;0,000029725;0,000029725
2022-03;2022-03;1027;Tropical Twista Records;0;Tropical Twista Records;99999;"Dos Kanye feat. Shaman Shaman";"Contraa";0844216054460;DEBE72100448;TTR069;Zebralution;YouTube;Subscription;IL;0,000000000;EUR;0,00;0,000000000;0,000000000;0,000000000;0,000013315;80,00;0,000012386;2;0,000024772;0,000024772
